method,protocol,direction,fold,seed,point_id,k,wq,error_ringdown,error_ringdown_plus_geometry,ringdown_only,ringdown_plus_photon_geometry,delta_log_sigma_min,delta_error_wq
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0035846054114546,0.0009521347717406,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0026324706397139997
MLP,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0061238099491468,0.0118474426557284,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0057236327065816
MLP,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0202711635720691,0.0185864878825348,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0016846756895342978
MLP,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0143971514485439,0.0246980093698654,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.010300857921321498
MLP,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0270430410291206,0.0214172442679999,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0056257967611207
MLP,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0256152461920046,0.0187105099012453,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0069047362907593
MLP,grouped_physical_interpolation,,blocks_3x3_g1,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0237209076623045,0.0455939797819793,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0218730721196748
MLP,grouped_physical_interpolation,,blocks_3x3_g1,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0033505877008422,0.0244978353841262,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.021147247683284
MLP,grouped_physical_interpolation,,blocks_3x3_g1,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0050656440100254,0.0170062165481337,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0119405725381083
MLP,grouped_physical_interpolation,,blocks_3x3_g1,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0153138338401557,0.0329454235159609,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0176315896758052
MLP,grouped_physical_interpolation,,blocks_3x3_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.013349005348162,0.0178265002009513,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0044774948527892995
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0087955456047876,0.0188523061725217,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0100567605677341
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0040869404629123,0.0219167100152128,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0178297695523005
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0170925146341879,0.026398603385353,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0093060887511651
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0096153618275288,0.0288129429033474,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0191975810758186
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0079231125673125,0.0202985152318698,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0123754026645573
Nearest physical model,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.075,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.1,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.02500000000000001
Nearest physical model,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.1,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.02500000000000001
Nearest physical model,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.075,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.1,0.1,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g1,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.05,0.05,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g1,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.075,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g1,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.05,0.05,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g1,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.05,0.05,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.075,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.025,0.025,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.075,0.075,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.025,0.025,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.025,0.025,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.025,0.025,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0
RF,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0443361772486772,0.0390505952380952,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0052855820105820045
RF,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0653371031746031,0.0431537698412696,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.022183333333333506
RF,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0623117063492063,0.0379050595238096,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.0244066468253967
RF,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0371861441798941,0.049140625,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.011954480820105903
RF,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0501947420634919,0.0414995039682538,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.008695238095238103
RF,grouped_physical_interpolation,,blocks_3x3_g1,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0067670304232804,0.0487100694444444,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.041943039021164
RF,grouped_physical_interpolation,,blocks_3x3_g1,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0222988453483247,0.0489895833333332,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.026690737985008497
RF,grouped_physical_interpolation,,blocks_3x3_g1,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0237380704365076,0.0487700892857142,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.025032018849206597
RF,grouped_physical_interpolation,,blocks_3x3_g1,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0007897652116403,0.0549548611111109,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0541650958994706
RF,grouped_physical_interpolation,,blocks_3x3_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.038610763888889,0.0490723792989418,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.010461615410052798
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2026,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0052537643298059,0.0311417824074078,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0258880180776019
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2027,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0025488205467369,0.0368754960317462,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0343266754850093
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2028,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0221245039682539,0.0327405753968257,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.010616071428571797
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2029,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0179247850529097,0.0411755952380954,0.0968553154036866,0.6271246775834926,1.8679270974923474,-0.0232508101851857
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2030,k0.00050000_wq-0.55000000,0.0005,-0.55,0.0464408068783068,0.0398009259259261,0.0968553154036866,0.6271246775834926,1.8679270974923474,0.006639880952380703
HGB,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2026,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0251479685448421,0.0450178245443601,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.019869855999517995
HGB,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2027,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0409778036224115,0.0493625325388377,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.0083847289164262
HGB,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2028,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0356150915602825,0.0337796292386919,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0018354623215906044
HGB,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2029,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0369340465624653,0.0445786990856853,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.007644652523219997
HGB,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2030,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0142829485740401,0.0539386022124122,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.039655653638372104
HGB,grouped_physical_interpolation,,blocks_3x3_g1,2026,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0235344935652213,0.0228708815151262,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0006636120500950991
HGB,grouped_physical_interpolation,,blocks_3x3_g1,2027,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0191253540503631,0.0247329382443765,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.005607584194013401
HGB,grouped_physical_interpolation,,blocks_3x3_g1,2028,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0158971786090806,0.024762590879059,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.0088654122699784
HGB,grouped_physical_interpolation,,blocks_3x3_g1,2029,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0060289073537527,0.0039719220525102,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0020569853012424996
HGB,grouped_physical_interpolation,,blocks_3x3_g1,2030,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0031781055462417,0.0355213291230182,0.110197961124687,0.7525612635401862,1.9212040116947893,-0.0323432235767765
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2026,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0222999229139153,0.0172075973087909,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0050923256051244
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2027,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0362278828091838,0.0220484710280097,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0141794117811741
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2028,k0.00050000_wq-0.58000000,0.0005,-0.58,0.022652205040033,0.0052989044183292,0.110197961124687,0.7525612635401862,1.9212040116947893,0.017353300621703798
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2029,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0293057008694578,0.0160648251349269,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0132408757345309
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g1,2030,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0426367179065927,0.0216206176889659,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0210161002176268
HGB,random_interpolation,,random_2028,2028,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0363362004604583,0.0088300376767148,0.110197961124687,0.7525612635401862,1.9212040116947893,0.0275061627837435
Jacobian local inverse,directional_extrapolation,high_k_to_low_k,high_k_to_low_k,2026,k0.00050000_wq-0.58000000,0.0005,-0.58,0.0416772537766612,0.0146151280906735,0.110197961124687,0.7525612635401862,1.9212040116947893,0.027062125685987697
