protocol,direction,model,feature_set,target,target_coverage,empirical_coverage,average_width,median_width,n
directional_extrapolation,low_wq_to_high_wq,random_forest,ringdown,wq,0.9,0.7,0.22489281117416557,0.22085820606862305,150
directional_extrapolation,low_wq_to_high_wq,random_forest,ringdown_plus_all_shooting,k,0.9,0.37575757575757573,0.000406736111111111,0.00044708333333333405,165
directional_extrapolation,low_wq_to_high_wq,random_forest,ringdown_plus_all_shooting,wq,0.9,0.66,0.16195382023840374,0.2073697695822696,150
directional_extrapolation,low_wq_to_high_wq,random_forest,ringdown_plus_photon_geometry,k,0.9,0.46060606060606063,0.00037794444444444475,0.0004644444444444453,165
directional_extrapolation,low_wq_to_high_wq,random_forest,ringdown_plus_photon_geometry,wq,0.9,0.6133333333333333,0.17011373865332216,0.20148099647266315,150
directional_extrapolation,low_wq_to_high_wq,random_forest,timing,k,0.9,0.34545454545454546,0.0007066944444444445,0.0007520734126984126,165
directional_extrapolation,low_wq_to_high_wq,random_forest,timing,wq,0.9,0.72,0.18501406952615274,0.20652278824570547,150
grouped_physical_interpolation,,hgb,orbital,k,0.9,0.731404958677686,0.002111406284309246,0.00206964480122187,1210
grouped_physical_interpolation,,hgb,orbital,wq,0.9,0.8645454545454545,0.20709448584646814,0.21263387913378984,1100
grouped_physical_interpolation,,hgb,redshift,k,0.9,0.7487603305785124,0.001498982851555435,0.0014523733572379969,1210
grouped_physical_interpolation,,hgb,redshift,wq,0.9,0.8918181818181818,0.14769896307433425,0.1262830284787675,1100
grouped_physical_interpolation,,hgb,timing,k,0.9,0.6917355371900826,0.0009286570313281331,0.0009135443918885872,1210
grouped_physical_interpolation,,hgb,timing,wq,0.9,0.8418181818181818,0.15465392102170428,0.15698826174623526,1100
grouped_physical_interpolation,,mlp,all_shooting,k,0.9,0.7586776859504132,0.000900213790950171,0.0004397559656398593,1210
grouped_physical_interpolation,,mlp,all_shooting,wq,0.9,0.8436363636363636,0.19802270037540068,0.18423813084689622,1100
grouped_physical_interpolation,,mlp,orbital,k,0.9,0.7462809917355372,0.0020852295247681656,0.0021221426525065857,1210
grouped_physical_interpolation,,mlp,orbital,wq,0.9,0.8390909090909091,0.24461917176384573,0.21862085786044638,1100
grouped_physical_interpolation,,mlp,photon_geometry,k,0.9,0.731404958677686,0.000794913812812612,0.00045628982730474936,1210
grouped_physical_interpolation,,mlp,photon_geometry,wq,0.9,0.8627272727272727,0.18599922747006647,0.18667756497483867,1100
grouped_physical_interpolation,,mlp,redshift,k,0.9,0.7165289256198347,0.0014760173170924689,0.0011480685034219924,1210
grouped_physical_interpolation,,mlp,redshift,wq,0.9,0.8463636363636363,0.21625949353492754,0.1940214668787622,1100
grouped_physical_interpolation,,mlp,ringdown,k,0.9,0.7322314049586777,0.00032319520230061357,0.00018909121209034806,1210
